borough,intersection,Number of Bike Accidents,lat_lon_list
MANHATTAN,EAST 51 STREET & LEXINGTON AVENUE,2,"[40.75712, -73.97192]"
BRONX,EAST 149 STREET & TINTON AVENUE,2,"[40.81266, -73.90633]"
QUEENS,MENAHAN STREET & SENECA AVENUE,2,"[40.70456, -73.91065]"
QUEENS,MENAHAN STREET & SENECA AVENUE,2,"[40.70456, -73.91066]"
MANHATTAN,EAST 48 STREET & PARK AVENUE,2,"[40.75592, -73.97489]"
MANHATTAN,EAST 48 STREET & PARK AVENUE,2,"[40.75593, -73.97491]"
QUEENS,HAMPTON STREET & WHITNEY AVENUE,2,"[40.74426, -73.87675]"
QUEENS,HAMPTON STREET & WHITNEY AVENUE,2,"[40.74426, -73.87676]"
QUEENS,MYRTLE AVENUE & PARK LANE SOUTH,2,"[40.7011, -73.84157]"
QUEENS,NORMAN STREET & WYCKOFF AVENUE,2,"[40.69511, -73.90322]"
MANHATTAN,CENTRAL PARK WEST & WEST 62 STREET,2,"[40.76991, -73.98056]"
MANHATTAN,CENTRAL PARK WEST & WEST 62 STREET,2,"[40.76991, -73.98057]"
BRONX,CROTONA AVENUE & EAST 187 STREET,2,"[40.85391, -73.88363]"
BRONX,CROTONA AVENUE & EAST 187 STREET,2,"[40.85391, -73.88364]"
MANHATTAN,CENTRAL PARK WEST & WEST 108 STREET,2,"[40.79935, -73.95908]"
MANHATTAN,EAST 46 STREET & VANDERBILT AVENUE,2,"[40.75497, -73.97652]"
BRONX,CROTONA PARK EAST & SOUTHERN BOULEVARD,2,"[40.83813, -73.8873]"
BRONX,CROTONA PARK EAST & SOUTHERN BOULEVARD,2,"[40.83814, -73.8873]"
QUEENS,MYRTLE AVENUE & WEIRFIELD STREET,2,"[40.70048, -73.90249]"
QUEENS,MYRTLE AVENUE & WEIRFIELD STREET,2,"[40.70049, -73.9025]"
MANHATTAN,CENTRAL PARK WEST & WEST 106 STREET,2,"[40.79804, -73.96003]"
QUEENS,MYRTLE AVENUE & SENECA AVENUE,2,"[40.70041, -73.90367]"
QUEENS,MYRTLE AVENUE & SENECA AVENUE,2,"[40.70041, -73.90368]"
MANHATTAN,CENTRAL PARK WEST & WEST 102 STREET,2,"[40.79548, -73.9619]"
MANHATTAN,CENTRAL PARK WEST & WEST 102 STREET,2,"[40.79548, -73.96191]"
QUEENS,MYRTLE AVENUE & PALMETTO STREET,2,"[40.69953, -73.91104]"
MANHATTAN,CATHERINE STREET & HENRY STREET,2,"[40.7128, -73.99712]"
BRONX,DAVIDSON AVENUE & WEST 181 STREET,2,"[40.85611, -73.90645]"
BRONX,DAVIDSON AVENUE & WEST 181 STREET,2,"[40.85611, -73.90646]"
MANHATTAN,CENTRAL PARK WEST & WEST 101 STREET,2,"[40.79485, -73.96236]"
QUEENS,MURRAY STREET & ROOSEVELT AVENUE,2,"[40.76412, -73.81278]"
BRONX,DAVIDSON AVENUE & WEST FORDHAM ROAD,2,"[40.86272, -73.9023]"
QUEENS,METROPOLITAN AVENUE & WOODWARD AVENUE,2,"[40.71382, -73.92084]"
QUEENS,METROPOLITAN AVENUE & WOODWARD AVENUE,2,"[40.71382, -73.92077]"
QUEENS,METROPOLITAN AVENUE & WOODHAVEN BOULEVARD,2,"[40.71185, -73.85976]"
QUEENS,METROPOLITAN AVENUE & WOODHAVEN BOULEVARD,2,"[40.71184, -73.85976]"
BRONX,DECATUR AVENUE & EAST 194 STREET,2,"[40.86348, -73.89016]"
QUEENS,METROPOLITAN AVENUE & NURGE AVENUE,2,"[40.71333, -73.91304]"
MANHATTAN,EAST 48 STREET & MADISON AVENUE,2,"[40.75661, -73.9765]"
QUEENS,MERRICK BOULEVARD & SPRINGFIELD BOULEVARD,2,"[40.68012, -73.75324]"
BRONX,EAST 149 STREET & TRINITY AVENUE,2,"[40.81343, -73.91002]"
BRONX,EAST 149 STREET & UNION AVENUE,2,"[40.81247, -73.90542]"
BRONX,EAST 150 STREET & GRAND CONCOURSE,2,"[40.81948, -73.92688]"
BRONX,EAST 167 STREET & RIVER AVENUE,2,"[40.83572, -73.92128]"
QUEENS,HOOVER AVENUE & QUEENS BOULEVARD,2,"[40.712, -73.82546]"
BRONX,EAST 165 STREET & INTERVALE AVENUE,2,"[40.82385, -73.89686]"
BRONX,EAST 165 STREET & INTERVALE AVENUE,2,"[40.82384, -73.89687]"
BRONX,EAST 165 STREET & STEBBINS AVENUE,2,"[40.82385, -73.89887]"
BRONX,EAST 165 STREET & STEBBINS AVENUE,2,"[40.82385, -73.89888]"
BRONX,EAST 165 STREET & WASHINGTON AVENUE,2,"[40.82699, -73.90929]"
MANHATTAN,BROADWAY & WEST 93 STREET,2,"[40.79272, -73.97319]"
BRONX,EAST 166 STREET & TELLER AVENUE,2,"[40.8297, -73.91312]"
BRONX,EAST 167 STREET & FOX STREET,2,"[40.82652, -73.89387]"
BRONX,EAST 167 STREET & FRANKLIN AVENUE,2,"[40.82895, -73.90502]"
BRONX,EAST 167 STREET & GRAND CONCOURSE,2,"[40.83451, -73.9177]"
BRONX,EAST 167 STREET & GRANDVIEW PLACE,2,"[40.8347, -73.91826]"
QUEENS,HILLSIDE AVENUE & MERRICK BOULEVARD,2,"[40.70953, -73.7964]"
QUEENS,LEFFERTS BOULEVARD & METROPOLITAN AVENUE,2,"[40.70614, -73.83177]"
MANHATTAN,EAST 58 STREET & MADISON AVENUE,2,"[40.76296, -73.97187]"
QUEENS,HEMPSTEAD AVENUE & SPRINGFIELD BOULEVARD,2,"[40.71329, -73.73579]"
QUEENS,HEMPSTEAD AVENUE & SPRINGFIELD BOULEVARD,2,"[40.7133, -73.73586]"
MANHATTAN,BROADWAY & WEST 82 STREET,2,"[40.78579, -73.97854]"
MANHATTAN,BROADWAY & WEST 82 STREET,2,"[40.78579, -73.97855]"
MANHATTAN,BROADWAY & WEST 81 STREET,2,"[40.78516, -73.979]"
BRONX,EAST 168 STREET & GRAND CONCOURSE,2,"[40.83578, -73.91647]"
MANHATTAN,BROADWAY & WEST 80 STREET,2,"[40.78452, -73.97947]"
MANHATTAN,BROADWAY & WEST 79 STREET,2,"[40.78384, -73.97999]"
MANHATTAN,BROADWAY & WEST 79 STREET,2,"[40.78384, -73.98]"
BRONX,EAST 169 STREET & GRAND CONCOURSE,2,"[40.83639, -73.91588]"
MANHATTAN,EAST 59 STREET & LEXINGTON AVENUE,2,"[40.76223, -73.96819]"
BRONX,EAST 169 STREET & PARK AVENUE,2,"[40.83343, -73.90707]"
BRONX,EAST 169 STREET & PARK AVENUE,2,"[40.83342, -73.90709]"
MANHATTAN,BROADWAY & WEST 98 STREET,2,"[40.79596, -73.97083]"
BRONX,EAST 163 STREET & WESTCHESTER AVENUE,2,"[40.82107, -73.89893]"
BRONX,EAST 163 STREET & WESTCHESTER AVENUE,2,"[40.82107, -73.89894]"
MANHATTAN,EAST 56 STREET & PARK AVENUE,2,"[40.76094, -73.97124]"
BRONX,EAST 163 STREET & TIFFANY STREET,2,"[40.82099, -73.89491]"
QUEENS,LAKEWOOD AVENUE & SUTPHIN BOULEVARD,2,"[40.69359, -73.80019]"
BRONX,EAST 151 STREET & MORRIS AVENUE,2,"[40.8188, -73.92212]"
BRONX,EAST 151 STREET & MORRIS AVENUE,2,"[40.81879, -73.92213]"
BRONX,EAST 151 STREET & RIVER AVENUE,2,"[40.82284, -73.92876]"
MANHATTAN,EAST 53 STREET & MADISON AVENUE,2,"[40.75974, -73.97422]"
BRONX,EAST 153 STREET & GRAND CONCOURSE,2,"[40.82117, -73.92573]"
QUEENS,KISSENA BOULEVARD & ROSE AVENUE,2,"[40.74614, -73.81416]"
QUEENS,KISSENA BOULEVARD & ROSE AVENUE,2,"[40.74614, -73.81417]"
MANHATTAN,EAST 54 STREET & LEXINGTON AVENUE,2,"[40.759, -73.97054]"
MANHATTAN,EAST 55 STREET & LEXINGTON AVENUE,2,"[40.75962, -73.97008]"
MANHATTAN,BROOME STREET & LAFAYETTE STREET,2,"[40.72106, -73.9982]"
MANHATTAN,BROOME STREET & LAFAYETTE STREET,2,"[40.72106, -73.99821]"
MANHATTAN,BROOME STREET & GREENE STREET,2,"[40.72255, -74.00141]"
BRONX,EAST 157 STREET & GERARD AVENUE,2,"[40.82539, -73.92618]"
BRONX,EAST 157 STREET & GERARD AVENUE,2,"[40.82538, -73.92619]"
MANHATTAN,EAST 55 STREET & PARK AVENUE,2,"[40.76031, -73.9717]"
BRONX,EAST 158 STREET & MELROSE AVENUE,2,"[40.82231, -73.91484]"
BRONX,EAST 158 STREET & MELROSE AVENUE,2,"[40.8223, -73.91485]"
BRONX,EAST 158 STREET & PARK AVENUE,2,"[40.82338, -73.91834]"
BRONX,EAST 158 STREET & TINTON AVENUE,2,"[40.81924, -73.90455]"
MANHATTAN,EAST 56 STREET & LEXINGTON AVENUE,2,"[40.76025, -73.96962]"
BRONX,EAST 161 STREET & SAINT ANNS AVENUE,2,"[40.82243, -73.90946]"
BRONX,EAST 161 STREET & TRINITY AVENUE,2,"[40.82172, -73.90646]"
QUEENS,JAMAICA AVENUE & SPRINGFIELD BOULEVARD,2,"[40.7185, -73.73531]"
BRONX,EAST 163 STREET & MELROSE AVENUE,2,"[40.82546, -73.91317]"
BRONX,EAST 163 STREET & MELROSE AVENUE,2,"[40.82545, -73.91317]"
QUEENS,JAMAICA AVENUE & LEFFERTS BOULEVARD,2,"[40.70001, -73.83089]"
BROOKLYN,24 AVENUE & BATH AVENUE,2,"[40.59566, -73.99313]"
BROOKLYN,24 AVENUE & BATH AVENUE,2,"[40.59566, -73.99314]"
BROOKLYN,17 AVENUE & 66 STREET,2,"[40.61991, -73.99309]"
MANHATTAN,9 AVENUE & WEST 35 STREET,2,"[40.75406, -73.99582]"
BROOKLYN,AVENUE R & EAST 12 STREET,2,"[40.60547, -73.96073]"
BROOKLYN,AVENUE P & EAST 19 STREET,2,"[40.61082, -73.9548]"
BROOKLYN,AVENUE P & EAST 3 STREET,2,"[40.60905, -73.9709]"
QUEENS,35 STREET & 47 AVENUE,2,"[40.74244, -73.93023]"
MANHATTAN,5 AVENUE & EAST 82 STREET,2,"[40.77895, -73.9623]"
MANHATTAN,5 AVENUE & EAST 82 STREET,2,"[40.77895, -73.96231]"
MANHATTAN,HUDSON STREET & LAIGHT STREET,2,"[40.72197, -74.00823]"
BROOKLYN,AVENUE P & MC DONALD AVENUE,2,"[40.60881, -73.973]"
BROOKLYN,AVENUE P & STILLWELL AVENUE,2,"[40.60724, -73.98725]"
BROOKLYN,AVENUE P & STILLWELL AVENUE,2,"[40.60724, -73.98726]"
BROOKLYN,AVENUE P & WEST 11 STREET,2,"[40.60756, -73.98441]"
BROOKLYN,AVENUE P & WEST 12 STREET,2,"[40.60746, -73.98533]"
BROOKLYN,AVENUE P & WEST 12 STREET,2,"[40.60746, -73.98534]"
BROOKLYN,AVENUE P & WEST 8 STREET,2,"[40.60786, -73.98164]"
MANHATTAN,5 AVENUE & EAST 75 STREET,2,"[40.77441, -73.96561]"
BROOKLYN,AVENUE R & EAST 18 STREET,2,"[40.60611, -73.95487]"
BROOKLYN,AVENUE W & CONEY ISLAND AVENUE,2,"[40.59374, -73.96085]"
MANHATTAN,HUDSON STREET & SPRING STREET,2,"[40.72584, -74.00756]"
BROOKLYN,AVENUE R & EAST 9 STREET,2,"[40.60517, -73.96341]"
QUEENS,35 AVENUE & 95 STREET,2,"[40.75314, -73.87262]"
BROOKLYN,AVENUE R & NOSTRAND AVENUE,2,"[40.60739, -73.94321]"
BROOKLYN,AVENUE S & CONEY ISLAND AVENUE,2,"[40.60301, -73.96155]"
BROOKLYN,AVENUE S & CONEY ISLAND AVENUE,2,"[40.603, -73.96156]"
BROOKLYN,AVENUE S & EAST 22 STREET,2,"[40.60424, -73.95033]"
BROOKLYN,AVENUE S & EAST 38 STREET,2,"[40.61069, -73.92989]"
BROOKLYN,AVENUE S & EAST 5 STREET,2,"[40.60233, -73.96773]"
BROOKLYN,AVENUE S & EAST 5 STREET,2,"[40.60233, -73.96774]"
MANHATTAN,5 AVENUE & EAST 64 STREET,2,"[40.76739, -73.97073]"
BROOKLYN,AVENUE S & OCEAN AVENUE,2,"[40.60403, -73.95229]"
BROOKLYN,AVENUE S & OCEAN AVENUE,2,"[40.60403, -73.9523]"
BROOKLYN,AVENUE S & OCEAN PARKWAY,2,"[40.60247, -73.96637]"
BROOKLYN,AVENUE S & OCEAN PARKWAY,2,"[40.60248, -73.96636]"
BROOKLYN,AVENUE P & EAST 18 STREET,2,"[40.61071, -73.95574]"
BROOKLYN,AVENUE P & EAST 12 STREET,2,"[40.6101, -73.96138]"
MANHATTAN,5 AVENUE & EAST 94 STREET,2,"[40.7866, -73.95672]"
MANHATTAN,5 AVENUE & EAST 94 STREET,2,"[40.7866, -73.95673]"
QUEENS,36 AVENUE & STEINWAY STREET,2,"[40.7536, -73.92337]"
QUEENS,36 AVENUE & STEINWAY STREET,2,"[40.75359, -73.92338]"
BROOKLYN,AVENUE M & UTICA AVENUE,2,"[40.62136, -73.92713]"
BROOKLYN,AVENUE N & BEDFORD AVENUE,2,"[40.61669, -73.94981]"
BROOKLYN,AVENUE N & EAST 10 STREET,2,"[40.61509, -73.96436]"
BROOKLYN,AVENUE N & EAST 22 STREET,2,"[40.61638, -73.95263]"
BROOKLYN,AVENUE N & EAST 22 STREET,2,"[40.61638, -73.95264]"
BROOKLYN,AVENUE N & EAST 24 STREET,2,"[40.61659, -73.95077]"
BROOKLYN,AVENUE N & EAST 24 STREET,2,"[40.61659, -73.95078]"
QUEENS,37 AVENUE & 80 STREET,2,"[40.74955, -73.88617]"
QUEENS,37 AVENUE & 80 STREET,2,"[40.74955, -73.88618]"
BROOKLYN,AVENUE N & EAST 56 STREET,2,"[40.61931, -73.9211]"
MANHATTAN,5 AVENUE & WEST 129 STREET,2,"[40.80896, -73.9404]"
MANHATTAN,5 AVENUE & WEST 129 STREET,2,"[40.80896, -73.94041]"
BROOKLYN,AVENUE N & EAST 59 STREET,2,"[40.61948, -73.91826]"
